 1,        1,   0.00, 6.666666430860972880623
 1,       10,  10.00, 35.714286384490520731561
 1,      100,  20.00, 56.497175683053164618741
 1,     1000,  20.10, 58.343057137747678098094
 1,    10000,  20.42, 59.108641683300888303165
 1,   100000,  20.38, 30.502088782997688554133
 1,   500000,  20.54, 29.738291142630554730886
 1,  1000000,  20.56, 29.741254948343382125131
 2,        1,   0.00, 3.333333215430486440312
 2,       10,  20.00, 27.777777672467273362145
 2,      100,  20.00, 86.956521528856640657068
 2,     1000,  20.00, 113.765643018970152411384
 2,    10000,  20.02, 118.343195246620652483216
 2,   100000,  20.33, 63.000777429486802816427
 2,   500000,  20.49, 59.492080414485968731242
 2,  1000000,  20.55, 59.272184986093805036944
 4,        1,   0.00, 2.272727231487326360337
 4,       10,  20.00, 22.727272314873260938839
 4,      100,  17.00, 128.205129276263022575222
 4,     1000,  21.20, 216.450217848909915119293
 4,    10000,  19.77, 233.644859720303571748445
 4,   100000,  20.48, 118.654786954991038783191
 4,   500000,  20.47, 111.822901150977202178183
 4,  1000000,  20.51, 113.215536341164721534369
 8,        1,   0.00, 1.470588298014007921921
 8,       10,  20.00, 14.925373957106463862488
 8,      100,  20.00, 117.647059907319814442417
 8,     1000,  18.40, 259.067358014431704305025
 8,    10000,  20.56, 291.715285688738390490471
 8,   100000,  20.26, 211.927266560025799435607
 8,   500000,  20.47, 200.023042656602541455868
 8,  1000000,  20.45, 198.639083908815138102000
12,        1,   0.00, 1.136363689146840272315
12,       10,  20.00, 10.989011195227851303002
12,      100,  15.00, 104.166664215783768554502
12,     1000,  21.20, 239.234448673044795441456
12,    10000,  20.97, 424.989375907406554233603
12,   100000,  20.75, 320.615581873653070488217
12,   500000,  20.60, 217.065423087430275472798
12,  1000000,  20.54, 283.358764784381605750241
16,        1,   0.00, 0.009533797312496265081
16,       10,  20.00, 0.054039156768104570916
16,      100,  22.00, 0.978377849851826852934
16,     1000,  20.30, 9.751245721862034088190
16,    10000,  20.20, 50.661127721185842176510
16,   100000,  20.30, 162.269172098669685055938
16,   500000,  20.38, 203.293104337616426846580
16,  1000000,  20.48, 203.565821788412847581640
20,        1, 100.00, 0.007480550566669078721
20,       10,  30.00, 0.070506944925019868209
20,      100,  28.00, 0.758035172825277325792
20,     1000,  20.50, 7.934555785196343968835
20,    10000,  20.78, 60.013202896061763169655
20,   100000,  20.65, 171.676766983323119575289
20,   500000,  20.53, 231.962266234335487524731
20,  1000000,  20.53, 244.653405635673692586352
24,        1, 100.00, 0.006590611014819580150
24,       10,  20.00, 0.069425641656948602898
24,      100,  21.00, 0.560883953084874598005
24,     1000,  22.10, 6.525242903359760759940
24,    10000,  21.36, 51.580690247004248760732
24,   100000,  20.48, 175.601875423009119003837
24,   500000,  20.41, 261.355641256542014616571
24,  1000000,  20.53, 259.725755574693096150440
32,        1,   0.00, 0.002741754174312119319
32,       10,  30.00, 0.050960607457759161953
32,      100,  25.00, 0.480998167373327178975
32,     1000,  22.80, 4.961794183925790413525
32,    10000,  20.36, 34.955257274767262742898
32,   100000,  20.52, 178.252801690278460000627
32,   500000,  20.57, 234.358558279890246467403
32,  1000000,  20.54, 246.421588897662843464786
